Question,Answer1,Answer2,Answer3,Answer4,Correct
नागरिक वडापत्रले कुन कुराको प्रत्याभूत गर्दछ ?,माथिका सबै,पारादर्सिता,गुणस्तरिय सेवा प्रवाह,People at first,
मिश्रीत अर्थव्यवस्थाका प्रतिपादक को हुन् ?,J. S. Keynes,John Milton,Adam Smith,Alfred Marshall,
अर्थशास्त्र पुस्तक कसले लेखेको हुन् ?,रोविन्स,कौटियल्य,मार्शल,अदम स्मिथ,
2007 को क्यालेन्डर तलकामध्ये कुन वर्षको क्यालेन्डर सँग पुरै मिल्छ ?,2018,2010,2017,2014,
अमलाको बैज्ञानिक नाम के हो ?,Daucus carota,Phyllanthus emblica,Punica Granatum,Citrullus lanatus,
Western Development Region मा नपर्ने अञ्चल कुन हो ?,Lumbini,Dhawalagiri,Narayani,Gandaki,
नेपाली भाषाक प्रथम कवि भनेर कसलाई चिनिन्छ ?,लक्ष्मी प्रसाद देवकोटा,डायमन सम्सेर,कृष्णलाल अधिकारी,सुबानंद दास,
अंशुबर्मा कुन सम्प्रदायका थिए ?,सनातन सम्प्रदाय,पासुपत सम्प्रदाय,राणा सम्प्रदाय,बुद्धिस्ट सम्प्रदाय,
रेडियोको अविस्कार गर्ने Scientist  को थिए ?,Thomus albert adison,Gyalealio,Jonson,Markoni,
""" नन्दादेवी नेसनल पार्क "" कुन देशमा पर्छ ?",NEPAL,INDIA,PAKISTAN,BHUTAN,
विश्वको सबै भन्दा उचाई मा रहेको तिलिचो ताल (Tilicho Lake) कुन देशमा पर्दछ ?,Mangolia,Tibet,Russia,Nepal,
"भारतको पर्यटकीय नगरी Manali, कुन राज्यमा पर्दछ ?",Himachal Pradesh,Nagaland,Sikkim,Maharashtra,
तीनतिरबाट पानी र एक तिरबाट जमिनले घेरिएको जमिनलाई के भनिन्छ।,प्रायदिप,पठार,मरभुमी,टापू,
सबै भन्दा चिसो महादेश कुन हो?,North America,Australia,Europe,Antarctica,
चीन र भारत दुवै छुने अञ्चल कती ओटा छन् ?,6,7,8,5,
Seti अञ्चलको सदरमुकाम कुन हो ?,Dipayal,Martadi,Mahendranagar,Dhangadi,
पृथ्वीको संरचनामा चट्टानले बनेको खँदिलो भागलाई के भनिन्छ ?,वायुमण्डल,केन्द्रमण्डल,कुनै पनि होइन,स्थालमण्डल,
Prithvi Narayan Shah ले बनाएको नुवाकोट दरबार कति तलाको छ ?,5,10,7,9,
फ्रान्सेली राज्यक्रान्ति अगाडी सरकारले उठाउने अप्रत्यक्ष कर तलका मध्ये कुन थियो?,भिनतेम्स,नुन कर,केपिटेसन,टिथे,
,१२  जना,११  जना,१० जना,१५ जना,
कौटिल्य ले राजा लाई के भनेका छन्?,राज्यका स्वामी,सम्राट,परमाधिपति,महाराज,
नेपालमा पर्यटन दिवस कुन दिन मनाईन्छ ?,सेप्टेम्बर २५,सेप्टेम्बर २२,सेप्टेम्बर २७,सेप्टेम्बर २०,
ढोरपाटन सिकार आराक्ष्य कती क्षेत्रफल मा फैलिएको छ ?,1385 Sq. KM,1325 Sq. KM,1310 Sq. KM,1225 Sq. KM,
Shukla Phant वन्यजन्तु आराक्ष्य क्षेत्रको क्षेत्रफल कति रहेको छ ?,305 Sq. KM,505 Sq. KM,405 Sq. KM,205 Sq. KM,
Which is the Capital of Switzerland?,Basel,Bern,Zurich,Geneva,
तल दिएका मध्य कुन ग्रहको उपग्रह छैन ?,Venus,Earth,Mars,Jupiter,
राप्ती अञ्चलमा कति ओटा जिल्ला हरु छन् ?,6,4,5,8,
France को राज्य क्रान्ति को राजनैतिक कारण हरु के के हुन् ?,निरंकुस राजतन्त्र र राजाहरुको असक्षमता,नागरिकहरुमा स्वोतन्त्रता र अधिकारको कमि,सबै उत्तर ठिक छन्,राजपरिवारको विलासी जीवन र राजा रानी को चरित्र,
मोतीराम भट्टको मिथ्यु कहिले भएको थियो ?,वि.स. १९५५,वि.स. १९५३,वि.स. १९५४,वि.स. १९५२,
पृथ्वीनारयण शाहले कोसंग मित लागाएका थिए ?,माथवरसिह,विरनरसिह,हेमकर्ण सेन,बालनरसिह,
नेपाली भाषा द्वारा सबै नेपाली लाई एकतामा आबद्ध गर्ने काम कसको हो ?,महकबि लक्ष्मी प्रसाद देवकोटा,आदि कवि भानुभक्त आचार्य,इतिहास सिरोमणि बाबुराम आचार्य,कबि सिरोमणि लेखनाथ पौडेल,
अस्ट्रेलिया मा कती मुलुकका बिद्यार्थी अध्ययन गर्ने गर्दछन् ?,130+ Countries,75 Countries,100 Countries,120 Countries,
सरकारले वि.सं २०७१ मंसिर १६ मा कति नगरपालिका उपमहानगरपालिकामा बढोतरी गरेको छ ?,12,7,9,5,
Which is the Economic Capital (आर्थिक राजधानी) of United States of America?,Los Angeles,New York,Chicago,California,
Who is the founder of Yahoo?,Sergey Brin,Mark Zuckerberg,Jerry Yang,Larry Page,
