Question,Correct
सरिरमा कती प्रकारका रक्त नली हरु हुन्छन ?,3
‘फास्मुक बाजा’ कुन जातिले बजाउने बाजा हो ?,Limbu
यान्त्रिक क्रान्तिको परिणाम स्वरूप कुन शक्तिको आविस्कार भयो ?,वाफ
नेपालको गोर्खाली सैनिक र गडवालबिच कहिले सान्ति सम्झौता भएको थियो ?,सन् १७९१
Who introduced the plan of Pension for the 1st time in Nepal?,Juddha Shumsher
भारत को BLUE REVOLUTION के उत्पादन संग सम्बन्धित छ ?,माछापालन
नेपालमा F.M.  रेडियो सेवा कहिले देखि सुरु भएको हो ?,वि.स २०५२
नेपालले  कहिले सम्म  बालविबाह अन्त्य गर्ने प्रतिबद्दता जनाएको छ ?,सन् २०२०
अब्राहम लिंकनको मिर्तु कहिले भएको थियो ?,सन्  १९६५ अप्रिल १४
नेपाल सरकारले विकाश ऋण कहिले बाट प्रयोग मा ल्याएको हो ?,BS 2028
हाम्रो सरिरमा सबै भन्दा सानो हाड कहाँ हुन्छ?,कान
तपस्या गरी प्रण त्याग गर्ने विचारले अमरसीह थापा कतातिर लागे ?,गोसाईकुण्ड
रामायण अनुशार कसले इच्छा मृत्य छान्ने बरदान पाएका थिए ?,हनुमान
 दक्षिण–पूर्वी एसियाली राष्ट्रहरूको सङ्गठन (आसियान) को ३५औँ सम्मेलन कहाँ आयोजना गरियो ?,थाइल्यान्ड
पृथ्वीको भू-मध्ये रेखिये ब्यास कति वर्ग कि. मि. छ ?,१२७५६ कि. मि.
